old_index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
17584,395350,2,1.0,1060,5754,1.0,4,6.0,0,1917,0,0,1.0,0.0,0.0,0.0,0.0
17585,770000,4,3.0,2320,7200,1.0,3,7.0,1060,1943,0,0,0.0,0.0,1.0,0.0,0.0
17586,840000,4,2.5,3450,43216,2.0,3,9.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
17587,428950,2,1.0,1760,4441,1.0,3,8.0,450,1950,0,0,0.0,0.0,1.0,0.0,0.0
17588,800000,4,3.75,3370,6766,2.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
17589,401000,4,1.0,1940,5753,1.5,3,7.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
17590,303697,4,2.0,2520,7334,1.0,3,7.0,920,1955,0,0,0.0,0.0,1.0,0.0,0.0
17591,355000,3,1.0,1360,8968,1.0,3,7.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
17592,350000,2,1.0,800,5040,1.0,3,6.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
17593,754999,4,2.5,3010,9323,2.0,3,10.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17594,982218,3,1.75,2340,5500,2.0,3,9.0,0,1988,0,2,1.0,0.0,0.0,0.0,0.0
17595,406500,3,2.0,1780,8621,1.0,3,8.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17597,565000,2,1.75,1720,3000,1.0,5,7.0,860,1925,0,0,0.0,0.0,1.0,0.0,0.0
17598,160000,2,1.0,830,4500,1.0,3,6.0,0,1920,0,0,1.0,0.0,0.0,0.0,0.0
17599,220000,3,1.0,1090,6320,1.0,3,6.0,200,1954,0,0,0.0,0.0,1.0,0.0,0.0
17601,970000,5,2.75,3500,5040,2.0,3,9.0,550,1927,0,2,0.0,0.0,0.0,1.0,0.0
17602,115000,3,1.0,1080,6250,1.0,2,5.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
17603,124000,3,1.0,1080,6250,1.0,2,5.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
17604,157000,3,1.0,1080,6250,1.0,2,5.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
17605,183000,3,1.0,870,5200,1.0,5,6.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
17606,527000,4,2.5,2830,6163,2.0,3,9.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
17607,407193,4,2.0,1880,14653,2.0,3,8.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
17608,970000,4,2.75,3600,5040,2.0,3,9.0,990,2004,0,0,0.0,0.0,0.0,1.0,0.0
17609,535000,4,2.5,2340,5600,2.0,3,7.0,0,1921,0,0,1.0,0.0,0.0,0.0,0.0
17610,245000,3,2.0,2040,13125,1.0,3,6.0,1230,1910,0,0,0.0,0.0,1.0,0.0,0.0
17611,337000,3,1.75,1310,12750,1.0,3,7.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
17612,630000,3,2.0,1470,6000,1.0,3,8.0,380,1950,0,0,0.0,0.0,1.0,0.0,0.0
17613,320000,3,1.75,1370,9900,1.0,4,7.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
17614,228500,3,1.0,1080,7486,1.5,3,6.0,90,1942,0,0,0.0,0.0,1.0,0.0,0.0
17615,293000,3,2.5,1990,7577,2.0,3,7.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
17616,447000,3,1.0,1310,7000,1.0,4,7.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
17617,226500,3,1.75,1640,10762,1.0,3,7.0,510,1988,0,0,0.0,0.0,1.0,0.0,0.0
17618,436000,3,2.25,1770,8000,1.0,4,7.0,420,1976,0,0,0.0,0.0,1.0,0.0,0.0
17619,451000,3,2.5,2050,4876,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
17620,315000,3,1.0,1170,62290,2.0,3,5.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
17621,450000,2,1.0,1340,7250,1.0,4,7.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
17622,635000,3,1.5,2240,5300,1.0,5,7.0,1120,1955,0,0,0.0,0.0,1.0,0.0,0.0
17623,292500,2,1.0,880,17743,1.0,4,5.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
17624,329900,3,2.5,2170,4905,2.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
17625,531000,2,1.5,1260,6660,1.5,4,7.0,0,1926,0,0,1.0,0.0,0.0,0.0,0.0
17626,725000,3,1.75,1880,13300,1.0,3,7.0,500,1967,0,0,0.0,0.0,1.0,0.0,0.0
17627,355300,3,2.5,1620,7410,1.0,5,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
17628,280000,3,2.5,1610,10022,2.0,3,7.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
17629,1095000,4,2.75,3330,9143,2.0,4,10.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
17630,605004,4,2.0,1370,4000,2.0,3,9.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
17631,260000,2,1.0,690,6000,1.0,3,6.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
17632,748000,4,2.5,3170,4979,2.0,4,7.0,600,1925,0,0,0.0,0.0,1.0,0.0,0.0
17633,776000,2,2.0,1990,6180,1.0,4,7.0,980,1941,0,0,0.0,0.0,1.0,0.0,0.0
17634,425000,4,1.0,1080,6095,1.5,4,6.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
17635,230000,4,1.0,1870,14703,1.5,3,6.0,780,1928,0,0,0.0,0.0,1.0,0.0,0.0
17636,418000,3,1.75,1670,12075,1.0,3,7.0,300,1958,0,0,0.0,0.0,1.0,0.0,0.0
17637,440000,4,2.5,2800,28254,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
17638,858450,5,2.75,3460,7977,2.0,3,9.0,0,2011,0,0,1.0,0.0,0.0,0.0,0.0
17639,390000,3,2.0,1930,12443,1.0,3,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
17640,957000,4,3.0,2370,3836,2.0,3,9.0,620,1969,0,0,0.0,0.0,0.0,1.0,0.0
17641,507000,3,1.0,1180,6000,1.0,3,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
17642,575000,2,1.0,1320,4750,1.5,4,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
17643,700000,3,1.75,1350,4000,1.5,4,7.0,0,1925,0,0,1.0,0.0,0.0,0.0,0.0
17644,239950,2,1.5,1068,1452,2.0,3,7.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
17645,253000,3,1.0,1580,8240,1.0,4,7.0,540,1978,0,0,0.0,0.0,1.0,0.0,0.0
17646,540000,4,1.0,1690,3417,1.5,3,7.0,0,1907,0,0,1.0,0.0,0.0,0.0,0.0
17648,805000,4,2.5,3960,38615,2.0,3,10.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
17649,920000,4,3.25,2420,4000,1.5,5,9.0,550,1911,0,0,0.0,0.0,0.0,1.0,0.0
17650,496600,3,2.5,1910,5562,2.0,3,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
17651,246000,3,2.25,1440,10500,1.0,3,8.0,310,1983,0,0,0.0,0.0,1.0,0.0,0.0
17652,350000,5,3.0,2320,8400,1.0,3,7.0,810,1963,0,0,0.0,0.0,1.0,0.0,0.0
17653,585000,3,2.0,1670,4572,1.5,3,8.0,0,1931,0,0,1.0,0.0,0.0,0.0,0.0
17654,450000,3,1.75,1390,11700,1.0,4,7.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
17655,746000,3,2.5,2620,8950,2.0,3,9.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17656,598555,3,2.5,3040,7880,2.0,3,9.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
17657,820000,3,2.5,2990,10711,1.0,3,9.0,1430,1976,1,4,0.0,0.0,0.0,1.0,0.0
17658,266500,3,2.25,1740,5460,1.0,3,7.0,530,1998,0,0,0.0,0.0,1.0,0.0,0.0
17659,370000,2,1.0,2360,105850,1.0,2,6.0,1180,1947,0,2,0.0,0.0,1.0,0.0,0.0
17660,625000,3,2.75,2240,3600,2.5,3,7.0,590,1901,0,0,0.0,0.0,1.0,0.0,0.0
17661,243500,4,2.0,1610,6200,1.0,4,7.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
17662,340000,2,1.0,700,5829,1.0,3,6.0,0,1945,0,0,1.0,0.0,0.0,0.0,0.0
17663,559950,5,3.0,2730,9519,1.0,3,8.0,1060,2014,0,0,0.0,0.0,1.0,0.0,0.0
17664,315000,3,2.75,1780,15114,1.0,3,7.0,700,1980,0,0,0.0,0.0,1.0,0.0,0.0
17666,800000,3,3.0,2060,3200,2.0,3,8.0,0,1907,0,0,1.0,0.0,0.0,0.0,0.0
17667,550000,3,2.25,1360,5111,1.5,5,7.0,0,1934,0,0,1.0,0.0,0.0,0.0,0.0
17668,465000,3,2.0,1430,14250,1.0,3,7.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
17669,465000,3,2.25,1840,5752,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
17670,710000,4,2.25,2000,8068,2.0,5,8.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
17671,505000,3,2.5,1820,11012,2.0,3,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
17672,690000,3,1.75,2330,16300,2.0,3,9.0,0,1964,0,0,1.0,0.0,0.0,0.0,0.0
17673,217500,2,2.0,1070,8400,1.0,4,7.0,0,1980,0,0,1.0,0.0,0.0,0.0,0.0
17674,500000,2,1.0,930,3750,1.0,4,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
17675,325000,2,2.0,1040,5796,1.0,4,6.0,0,1921,0,2,1.0,0.0,0.0,0.0,0.0
17676,500000,4,2.25,1960,12436,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
17678,924000,3,1.5,2200,5000,1.5,3,9.0,0,1932,0,0,1.0,0.0,0.0,0.0,0.0
17680,345000,2,1.5,830,1034,2.0,3,8.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
17681,825000,4,3.5,3920,11086,2.0,3,10.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
17682,560000,3,2.0,2870,95396,1.0,4,9.0,1520,1980,0,0,0.0,0.0,0.0,1.0,0.0
17683,599000,3,2.0,2560,14680,1.0,3,8.0,1230,1987,0,0,0.0,0.0,1.0,0.0,0.0
17684,211000,3,1.5,1350,7620,1.0,5,6.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
17685,425000,4,2.25,1240,21190,1.0,3,8.0,330,1974,0,0,0.0,0.0,1.0,0.0,0.0
17686,750000,4,2.75,3210,8520,1.0,4,7.0,1400,1976,0,2,0.0,0.0,1.0,0.0,0.0
17687,479000,3,2.5,1690,3322,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
17688,612500,4,2.5,2550,10623,2.0,3,9.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17689,605000,5,1.75,3240,34510,2.0,4,7.0,550,1963,0,0,0.0,0.0,1.0,0.0,0.0
17690,1364000,4,2.5,3560,8960,2.0,3,10.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
17691,389900,3,2.5,2160,59241,1.0,3,7.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
17692,710000,4,2.5,3060,5000,2.0,3,9.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
17693,295000,3,2.5,1690,8564,2.0,4,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17694,275250,3,2.25,1520,7199,2.0,4,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17695,250000,4,2.5,2040,5770,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
17696,709000,3,2.0,2360,18000,1.0,4,8.0,180,1951,0,0,0.0,0.0,1.0,0.0,0.0
17697,399500,4,1.75,1360,4840,1.5,4,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
17698,225000,3,2.5,2000,9202,2.0,4,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17699,500000,3,2.5,1650,4648,2.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
17700,364900,3,3.0,2500,8304,2.0,3,8.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
17701,356000,3,1.5,1140,7500,1.0,3,7.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
17702,616750,3,1.5,2140,47743,1.5,3,9.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
17703,755000,3,2.75,2870,6600,2.0,3,8.0,0,1984,0,2,1.0,0.0,0.0,0.0,0.0
17704,327500,2,1.0,830,8183,1.0,5,6.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
17705,605000,3,2.25,1960,10139,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
17706,179950,4,1.5,1130,5200,1.0,3,6.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
17707,633000,5,2.75,3630,30570,2.0,3,11.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
17708,349950,4,2.0,1764,15600,1.0,5,7.0,0,1942,0,0,1.0,0.0,0.0,0.0,0.0
17709,1080000,3,2.75,2770,5800,1.0,4,8.0,1120,1959,0,0,0.0,0.0,1.0,0.0,0.0
17710,425000,3,2.5,2650,12247,2.0,3,9.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
17711,990000,3,2.75,2500,6350,2.0,5,9.0,130,1979,0,0,0.0,0.0,0.0,1.0,0.0
17712,410000,3,1.0,2710,19000,2.0,4,7.0,0,1950,0,3,1.0,0.0,0.0,0.0,0.0
17713,590000,3,2.25,2490,8800,2.0,4,8.0,0,1975,0,0,1.0,0.0,0.0,0.0,0.0
17714,242000,3,1.75,1500,7560,1.0,3,7.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
17715,775000,3,2.0,1160,13747,1.0,5,5.0,580,1931,0,0,0.0,0.0,1.0,0.0,0.0
17716,680000,4,1.5,1880,6200,1.0,5,8.0,440,1954,0,2,0.0,0.0,1.0,0.0,0.0
17717,217000,3,2.5,1340,4200,2.0,3,7.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
17718,395000,3,2.5,1960,3953,2.0,3,8.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
17719,572500,3,2.25,2030,9791,1.0,4,8.0,530,1984,0,0,0.0,0.0,1.0,0.0,0.0
17720,559900,5,3.0,2200,6380,1.0,3,7.0,760,1987,0,0,0.0,0.0,1.0,0.0,0.0
17721,845000,3,2.0,2540,4750,1.5,5,9.0,700,1930,0,0,0.0,0.0,0.0,1.0,0.0
17722,241000,3,2.0,1520,7131,1.0,3,8.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
17723,1325000,3,2.25,2360,5504,2.0,4,8.0,280,1913,0,0,0.0,0.0,1.0,0.0,0.0
17724,475000,3,1.75,1340,2805,1.5,3,7.0,0,1919,0,0,1.0,0.0,0.0,0.0,0.0
17725,575000,2,1.5,1400,5810,2.0,3,7.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
17726,455000,4,2.75,3030,117378,1.0,4,8.0,1350,1959,0,0,0.0,0.0,1.0,0.0,0.0
17728,475000,4,1.5,1580,10260,1.0,4,7.0,550,1955,0,0,0.0,0.0,1.0,0.0,0.0
17729,600000,2,1.0,2120,6897,1.0,4,7.0,1060,1923,0,0,0.0,0.0,1.0,0.0,0.0
17730,515000,2,1.0,1640,5200,1.0,4,7.0,600,1937,0,0,0.0,0.0,1.0,0.0,0.0
17731,425000,3,2.25,1890,8400,1.0,3,8.0,370,1977,0,0,0.0,0.0,1.0,0.0,0.0
17732,565000,4,2.0,1710,3875,1.5,4,7.0,0,1907,0,0,1.0,0.0,0.0,0.0,0.0
17733,498000,2,2.0,1140,8282,1.0,3,6.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
17734,739000,4,3.0,2720,3800,2.0,5,8.0,920,1919,0,0,0.0,0.0,1.0,0.0,0.0
17735,355000,2,1.75,1650,4000,1.0,4,7.0,700,1947,0,0,0.0,0.0,1.0,0.0,0.0
17736,263000,3,1.75,1790,7485,1.0,4,8.0,460,1979,0,0,0.0,0.0,1.0,0.0,0.0
17737,375000,4,1.75,1680,6834,1.5,3,7.0,0,1948,0,0,1.0,0.0,0.0,0.0,0.0
17738,322000,3,1.75,2200,12231,1.0,4,7.0,950,1964,0,0,0.0,0.0,1.0,0.0,0.0
17739,325000,2,1.0,830,5100,1.0,3,6.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
17740,290000,2,1.0,770,4800,1.0,3,7.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
17741,809950,4,2.5,3280,6181,2.0,3,10.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
17742,969500,3,3.25,2080,3025,2.0,4,8.0,860,1984,0,2,0.0,0.0,1.0,0.0,0.0
17743,665000,4,2.5,2790,43091,2.0,4,9.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
17744,635000,5,3.5,4150,13232,2.0,3,11.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
17745,272450,3,2.25,1780,7332,2.0,3,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
17746,427000,4,1.75,1460,9750,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
17747,261500,3,1.0,1410,8174,1.0,3,8.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
17748,488800,4,2.25,2170,9665,1.0,4,8.0,870,1976,0,0,0.0,0.0,1.0,0.0,0.0
17749,340000,2,1.0,690,5200,1.0,3,6.0,0,1918,0,0,1.0,0.0,0.0,0.0,0.0
17750,398950,4,3.0,3000,10297,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
17751,217000,3,1.0,870,5200,1.0,5,6.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
17752,799000,4,2.5,3170,94855,1.0,4,9.0,1260,1978,0,0,0.0,0.0,0.0,1.0,0.0
17753,160000,4,1.0,1540,7350,1.0,4,6.0,770,1969,0,0,0.0,0.0,1.0,0.0,0.0
17754,447000,3,1.0,1270,8800,1.0,3,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
17755,765000,3,1.75,2190,6450,1.0,3,8.0,710,1957,0,0,0.0,0.0,1.0,0.0,0.0
17756,1320000,4,3.5,4410,36200,2.0,3,11.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
17757,445000,4,2.5,2790,8111,2.0,3,9.0,310,2004,0,0,0.0,0.0,0.0,1.0,0.0
17758,310000,3,1.0,1510,6000,1.0,3,8.0,340,1953,0,0,0.0,0.0,1.0,0.0,0.0
17759,380000,2,1.75,1800,7191,1.0,4,7.0,810,1952,0,3,0.0,0.0,1.0,0.0,0.0
17760,325000,4,1.0,2410,6975,1.0,3,7.0,900,1957,0,0,0.0,0.0,1.0,0.0,0.0
17761,345000,4,2.75,2250,7412,1.0,4,8.0,770,1975,0,0,0.0,0.0,1.0,0.0,0.0
17762,300000,3,1.0,950,4760,1.5,3,6.0,0,1929,0,0,1.0,0.0,0.0,0.0,0.0
17763,530000,4,1.75,2860,48351,1.0,3,8.0,1150,1978,0,0,0.0,0.0,1.0,0.0,0.0
17764,583500,4,1.75,2860,48351,1.0,3,8.0,1150,1978,0,0,0.0,0.0,1.0,0.0,0.0
17765,410000,2,1.0,1560,10125,1.0,4,7.0,430,1954,0,0,0.0,0.0,1.0,0.0,0.0
17766,535000,2,1.5,1940,5700,1.0,3,7.0,970,1937,0,0,0.0,0.0,1.0,0.0,0.0
17768,345000,4,2.5,2040,5523,2.0,3,7.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
17769,539000,5,1.0,1700,11727,1.5,4,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
17771,187000,2,1.75,1050,2926,1.0,4,8.0,0,1974,0,0,1.0,0.0,0.0,0.0,0.0
17772,270000,3,2.0,1690,9583,1.0,4,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
17773,546000,2,1.0,1120,6180,1.0,4,7.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
17774,520000,3,1.75,1490,1036,2.0,3,10.0,400,2008,0,0,0.0,0.0,0.0,1.0,0.0
17775,515000,5,2.0,2220,6000,1.5,4,7.0,830,1925,0,0,0.0,0.0,1.0,0.0,0.0
17776,990000,3,2.5,2160,6000,1.5,4,8.0,280,1939,0,0,0.0,0.0,1.0,0.0,0.0
17777,382000,2,1.0,870,10492,1.0,3,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
17778,1210000,3,1.75,1900,13600,1.0,4,8.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
17779,900000,4,3.5,3370,5000,2.0,3,8.0,900,2008,0,2,0.0,0.0,1.0,0.0,0.0
17780,675000,3,2.75,3370,5350,1.5,4,7.0,1060,1910,0,1,0.0,0.0,1.0,0.0,0.0
17781,460000,2,1.0,880,3300,1.0,4,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
17782,234000,2,1.0,940,5375,1.0,4,5.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
17783,399000,3,1.0,1340,7191,1.0,3,7.0,0,1974,0,0,1.0,0.0,0.0,0.0,0.0
17784,253500,3,1.5,1440,12040,1.0,4,7.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
17785,475000,3,1.5,1750,12632,1.0,4,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
17786,740000,5,3.5,3990,5000,2.0,3,8.0,1080,2004,0,0,0.0,0.0,1.0,0.0,0.0
17787,799000,3,2.5,2860,4442,2.0,3,8.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
17788,390000,4,2.5,1940,3864,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
17789,421000,2,1.5,1400,11245,1.0,5,7.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
17790,296500,3,2.5,1770,6033,2.0,4,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
17791,895000,4,2.0,1710,4178,1.5,4,8.0,0,1926,0,0,1.0,0.0,0.0,0.0,0.0
17792,386000,4,2.5,2810,11897,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
17793,424000,3,1.0,1580,13912,1.0,4,8.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
17794,749000,3,1.0,1580,5000,1.5,3,7.0,0,1926,0,0,1.0,0.0,0.0,0.0,0.0
17795,523000,3,1.0,1440,8681,1.5,3,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
17796,389000,4,2.5,2420,9147,2.0,3,10.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
17797,270000,4,1.5,1930,15000,1.0,5,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
17798,275000,3,1.0,1190,27215,1.0,5,7.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
17799,287500,4,2.5,2240,6944,1.0,3,7.0,930,1979,0,2,0.0,0.0,1.0,0.0,0.0
17801,427000,2,1.0,920,3780,1.0,3,6.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
17802,508450,4,1.75,1520,9600,1.0,4,7.0,520,1955,0,0,0.0,0.0,1.0,0.0,0.0
17803,705000,3,2.0,1460,6250,1.5,4,7.0,0,1912,0,0,1.0,0.0,0.0,0.0,0.0
17804,550000,1,1.5,1900,40600,1.5,5,9.0,450,1977,0,0,1.0,0.0,0.0,0.0,0.0
17806,539900,3,2.5,2500,4203,2.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
17807,330000,2,1.0,720,7250,1.0,3,5.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
17808,455000,2,1.0,1140,5720,1.0,3,7.0,290,1947,0,0,0.0,0.0,1.0,0.0,0.0
17809,510000,4,4.0,3530,10935,2.0,3,10.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
17810,315000,3,2.0,1220,14645,1.0,3,6.0,0,1970,0,0,1.0,0.0,0.0,0.0,0.0
17811,206000,3,1.0,1320,7000,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
17812,592500,4,3.0,2170,8240,1.0,4,8.0,800,1968,0,0,0.0,0.0,1.0,0.0,0.0
17813,744000,3,2.5,2020,7512,2.0,4,8.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
17814,334500,3,2.5,1990,3694,2.0,3,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
17815,886000,4,2.0,2660,3900,1.5,4,7.0,1180,1923,0,0,0.0,0.0,1.0,0.0,0.0
17816,600000,4,2.5,2360,13500,1.0,4,8.0,580,1973,0,0,0.0,0.0,1.0,0.0,0.0
17817,850000,3,2.0,2740,101930,1.0,3,9.0,0,1999,0,2,1.0,0.0,0.0,0.0,0.0
17818,550000,3,1.75,1360,5850,1.0,4,7.0,360,1938,0,0,0.0,0.0,1.0,0.0,0.0
17819,184900,2,1.0,1230,5000,1.0,5,6.0,0,1911,0,0,1.0,0.0,0.0,0.0,0.0
17820,245000,3,1.5,1260,7964,1.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
17821,370000,2,1.0,1040,4172,1.0,3,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
17822,480000,4,2.5,2700,9700,1.0,3,8.0,1030,1978,0,0,0.0,0.0,1.0,0.0,0.0
17823,579000,3,1.75,1800,4429,2.0,4,7.0,0,1906,0,0,1.0,0.0,0.0,0.0,0.0
17824,339275,3,1.5,1590,7260,1.0,3,7.0,510,1964,0,0,0.0,0.0,1.0,0.0,0.0
17826,170000,3,1.75,1370,10780,1.0,3,7.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
17827,950000,4,2.5,3320,7644,2.0,3,10.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
17828,623000,4,2.5,2980,9235,1.0,4,8.0,1290,1977,0,0,0.0,0.0,1.0,0.0,0.0
17829,477000,3,2.5,1350,2053,3.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
17830,330000,3,1.0,1160,9600,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
17831,600000,3,2.25,1480,5400,2.0,4,8.0,0,1914,0,0,1.0,0.0,0.0,0.0,0.0
17832,570000,3,2.0,1640,2808,1.0,4,7.0,820,1924,0,3,0.0,0.0,1.0,0.0,0.0
17833,515000,4,2.5,2680,7178,2.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
17834,805000,4,2.25,2440,9889,1.0,3,7.0,900,1952,0,0,0.0,0.0,1.0,0.0,0.0
17835,555000,4,2.5,2920,24074,2.0,3,9.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
17836,245000,3,2.25,1780,9598,2.0,4,7.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
17837,638150,4,2.5,2170,7275,1.0,3,8.0,350,1978,0,0,0.0,0.0,1.0,0.0,0.0
17839,269950,4,2.5,2060,13500,1.0,3,7.0,800,1968,0,0,0.0,0.0,1.0,0.0,0.0
